2026/08/27 18:11:05.923, NVIDIA GeForce RTX 5060 Ti, 16311, 8225, 7826, 4
2026/08/27 18:11:06.142, NVIDIA GeForce RTX 5060 Ti, 16311, 8225, 7826, 4
2026/08/27 18:11:06.358, NVIDIA GeForce RTX 5060 Ti, 16311, 8225, 7826, 46
2026/08/27 18:11:06.574, NVIDIA GeForce RTX 5060 Ti, 16311, 8227, 7824, 94
2026/08/27 18:11:06.790, NVIDIA GeForce RTX 5060 Ti, 16311, 8227, 7824, 93
2026/08/27 18:11:06.997, NVIDIA GeForce RTX 5060 Ti, 16311, 8227, 7824, 93
2026/08/27 18:11:07.198, NVIDIA GeForce RTX 5060 Ti, 16311, 8227, 7824, 93
2026/08/27 18:11:07.398, NVIDIA GeForce RTX 5060 Ti, 16311, 8219, 7832, 94
2026/08/27 18:11:07.599, NVIDIA GeForce RTX 5060 Ti, 16311, 8219, 7832, 94
2026/08/27 18:11:07.800, NVIDIA GeForce RTX 5060 Ti, 16311, 8219, 7832, 93
2026/08/27 18:11:08.001, NVIDIA GeForce RTX 5060 Ti, 16311, 8219, 7832, 94
2026/08/27 18:11:08.201, NVIDIA GeForce RTX 5060 Ti, 16311, 8219, 7832, 93
2026/08/27 18:11:06.633, NVIDIA GeForce RTX 5060 Ti, 16311, 8219, 7832, 23
2026/08/27 18:11:06.834, NVIDIA GeForce RTX 5060 Ti, 16311, 8219, 7832, 4
2026/08/27 18:11:07.034, NVIDIA GeForce RTX 5060 Ti, 16311, 8219, 7832, 4
2026/08/27 18:11:07.235, NVIDIA GeForce RTX 5060 Ti, 16311, 8219, 7832, 4
2026/08/27 18:11:07.435, NVIDIA GeForce RTX 5060 Ti, 16311, 8219, 7832, 4
2026/08/27 18:11:07.636, NVIDIA GeForce RTX 5060 Ti, 16311, 8215, 7836, 4
2026/08/27 18:11:07.837, NVIDIA GeForce RTX 5060 Ti, 16311, 8214, 7837, 4
2026/08/27 18:11:08.037, NVIDIA GeForce RTX 5060 Ti, 16311, 8214, 7837, 4
2026/08/27 18:11:08.238, NVIDIA GeForce RTX 5060 Ti, 16311, 8214, 7837, 4
2026/08/27 18:11:08.439, NVIDIA GeForce RTX 5060 Ti, 16311, 8214, 7837, 4
2026/08/27 18:11:08.639, NVIDIA GeForce RTX 5060 Ti, 16311, 8214, 7837, 4
2026/08/27 18:11:08.840, NVIDIA GeForce RTX 5060 Ti, 16311, 8215, 7836, 4
2026/08/27 18:11:09.041, NVIDIA GeForce RTX 5060 Ti, 16311, 8218, 7833, 6
2026/08/27 18:11:09.242, NVIDIA GeForce RTX 5060 Ti, 16311, 8218, 7833, 6
2026/08/27 18:11:09.442, NVIDIA GeForce RTX 5060 Ti, 16311, 8218, 7833, 7
2026/08/27 18:11:09.643, NVIDIA GeForce RTX 5060 Ti, 16311, 8218, 7833, 7
2026/08/27 18:11:09.844, NVIDIA GeForce RTX 5060 Ti, 16311, 8218, 7833, 6
2026/08/27 18:11:10.058, NVIDIA GeForce RTX 5060 Ti, 16311, 8218, 7833, 5
2026/08/27 18:11:10.275, NVIDIA GeForce RTX 5060 Ti, 16311, 8218, 7833, 4
2026/08/27 18:11:10.492, NVIDIA GeForce RTX 5060 Ti, 16311, 8218, 7833, 4
2026/08/27 18:11:10.710, NVIDIA GeForce RTX 5060 Ti, 16311, 8218, 7833, 4
2026/08/27 18:11:10.928, NVIDIA GeForce RTX 5060 Ti, 16311, 8218, 7833, 4
2026/08/27 18:11:11.145, NVIDIA GeForce RTX 5060 Ti, 16311, 8218, 7833, 5
2026/08/27 18:11:11.365, NVIDIA GeForce RTX 5060 Ti, 16311, 8218, 7833, 4
2026/08/27 18:11:11.583, NVIDIA GeForce RTX 5060 Ti, 16311, 8218, 7833, 4
2026/08/27 18:11:11.801, NVIDIA GeForce RTX 5060 Ti, 16311, 8218, 7833, 4
2026/08/27 18:11:12.018, NVIDIA GeForce RTX 5060 Ti, 16311, 8218, 7833, 4
2026/08/27 18:11:12.236, NVIDIA GeForce RTX 5060 Ti, 16311, 8218, 7833, 4
2026/08/27 18:11:12.453, NVIDIA GeForce RTX 5060 Ti, 16311, 8218, 7833, 4
2026/08/27 18:11:12.672, NVIDIA GeForce RTX 5060 Ti, 16311, 8218, 7833, 4
2026/08/27 18:11:12.889, NVIDIA GeForce RTX 5060 Ti, 16311, 8218, 7833, 4
2026/08/27 18:11:13.106, NVIDIA GeForce RTX 5060 Ti, 16311, 8218, 7833, 4
2026/08/27 18:11:13.324, NVIDIA GeForce RTX 5060 Ti, 16311, 8218, 7833, 6
2026/08/27 18:11:13.542, NVIDIA GeForce RTX 5060 Ti, 16311, 8218, 7833, 6
